4,P,0.5
0,6,P,0.21
1,6,3,P,0.16
1,5,6,P,0.08
21,6,P,0.01
1,6,14,P,0.01
1,19,6,P,0.01
1,18,6,P,0.01
1,10,6,P,0.0
