4,P,0.32
1,5,6,P,0.3
0,6,P,0.17
1,18,6,P,0.08
1,19,6,P,0.07
21,6,P,0.03
1,16,6,P,0.01
1,15,6,P,0.01
1,10,6,P,0.0
