4,P,0.46
0,6,P,0.2
1,6,3,P,0.17
1,5,6,P,0.09
21,6,P,0.01
1,7,6,P,0.01
1,6,14,P,0.01
1,19,6,P,0.01
1,18,6,P,0.01
1,12,6,P,0.01
1,10,6,P,0.0
