2,4,P,0.43
2,3,1,P,0.38
4,17,P,0.02
2,3,19,P,0.02
2,25,P,0.02
2,13,1,P,0.02
2,12,P,0.02
2,11,P,0.02
4,16,P,0.01
2,9,P,0.01
2,24,1,P,0.01
2,22,1,P,0.01
2,20,P,0.01
2,18,P,0.01
2,15,1,P,0.01
2,14,P,0.01
2,10,P,0.01
0,17,P,0.01
0,16,P,0.0
