2,4,P,0.74
2,3,1,P,0.18
2,3,16,P,0.01
2,22,P,0.01
2,21,1,P,0.01
2,17,P,0.01
2,15,P,0.01
2,13,1,P,0.01
2,11,1,P,0.01
0,14,P,0.0
