2,P,0.62
9,P,0.05
5,P,0.05
11,P,0.05
1,3,P,0.05
0,1,P,0.05
0,20,P,0.03
0,18,P,0.02
0,12,P,0.02
18,3,P,0.01
12,3,P,0.01
10,3,P,0.01
1,16,P,0.01
0,17,P,0.01
0,10,P,0.01
1,19,P,0.0
