algorithm,pBug,pValid,times,index,precision_avg,recall_avg,steps,tests_avg,files_avg,bugged_avg,initials,tests
uniform,0,0,10,0,0,0,0,0,20,1,0,0
uniform,0,0,10,1,0,0,0,0,8,2,0,0
uniform,0,0,10,2,0.16,0.16,5.0,7.0,4,1,2.0,7.0
uniform,0,0,10,3,0.14,0.14,2.0,4.0,6,1,2.0,4.0
uniform,0,0,10,4,0,0,0,0,11,1,0,0
uniform,0,0,10,5,0.27,0.27,9.0,11.0,23,1,2.0,11.0
uniform,0,0,10,6,0,0,0,0,10,1,0,0
uniform,0,0,10,7,0,0,0,0,7,2,0,0
uniform,0,0,10,8,0,0,0,0,3,1,0,0
uniform,0,0,10,9,0.705,0.37,9.0,11.0,15,2,2.0,11.0
uniform,0,0,10,10,0.57,0.285,9.0,11.0,8,2,2.0,11.0
uniform,0,0,10,11,0,0,0,0,7,2,0,0
uniform,0,0,10,12,0,0,0,0,9,1,0,0
uniform,0,0,10,13,0.51,0.51,9.0,11.0,24,2,2.0,11.0
uniform,0,0,10,14,0.35,0.175,8.0,10.0,15,2,2.0,10.0
uniform,0,0,10,15,0,0,0,0,8,2,0,0
uniform,0,0,10,16,0,0,0,0,11,2,0,0
uniform,0,0,10,17,0,0,0,0,19,2,0,0
uniform,0,0,10,18,0,0,0,0,13,2,0,0
randomForest,0,0,10,0,0,0,0,0,20,1,0,0
randomForest,0,0,10,1,0,0,0,0,8,2,0,0
randomForest,0,0,10,2,0,0,0,0,4,1,0,0
randomForest,0,0,10,3,0.14,0.14,2.0,4.0,6,1,2.0,4.0
randomForest,0,0,10,4,0,0,0,0,11,1,0,0
randomForest,0,0,10,5,0.01,0.01,9.0,11.0,23,1,2.0,11.0
randomForest,0,0,10,6,0,0,0,0,10,1,0,0
randomForest,0,0,10,7,0,0,0,0,7,2,0,0
randomForest,0,0,10,8,0,0,0,0,3,1,0,0
randomForest,0,0,10,9,0.545,0.355,9.0,11.0,15,2,2.0,11.0
randomForest,0,0,10,10,0.81,0.405,9.0,11.0,8,2,2.0,11.0
randomForest,0,0,10,11,0,0,0,0,7,2,0,0
randomForest,0,0,10,12,0,0,0,0,9,1,0,0
randomForest,0,0,10,13,0,0,0,0,24,2,0,0
randomForest,0,0,10,14,0.81,0.405,8.0,10.0,15,2,2.0,10.0
randomForest,0,0,10,15,0,0,0,0,8,2,0,0
randomForest,0,0,10,16,0,0,0,0,11,2,0,0
randomForest,0,0,10,17,0,0,0,0,19,2,0,0
randomForest,0,0,10,18,0,0,0,0,13,2,0,0
0.0,0.6,0.0,10,0,0,0,0,0,20,1,0,0
0.0,0.6,0.0,10,1,0,0,0,0,8,2,0,0
0.0,0.6,0.0,10,2,0,0,0,0,4,1,0,0
0.0,0.6,0.0,10,3,0,0,0,0,6,1,0,0
0.0,0.6,0.0,10,4,0,0,0,0,11,1,0,0
0.0,0.6,0.0,10,5,0,0,0,0,23,1,0,0
0.0,0.6,0.0,10,6,0,0,0,0,10,1,0,0
0.0,0.6,0.0,10,7,0,0,0,0,7,2,0,0
0.0,0.6,0.0,10,8,0,0,0,0,3,1,0,0
0.0,0.6,0.0,10,9,0,0,0,0,15,2,0,0
0.0,0.6,0.0,10,10,0,0,0,0,8,2,0,0
0.0,0.6,0.0,10,11,0,0,0,0,7,2,0,0
0.0,0.6,0.0,10,12,0,0,0,0,9,1,0,0
0.0,0.6,0.0,10,13,0,0,0,0,24,2,0,0
0.0,0.6,0.0,10,14,0,0,0,0,15,2,0,0
0.0,0.6,0.0,10,15,0,0,0,0,8,2,0,0
0.0,0.6,0.0,10,16,0,0,0,0,11,2,0,0
0.0,0.6,0.0,10,17,0,0,0,0,19,2,0,0
0.0,0.6,0.0,10,18,0,0,0,0,13,2,0,0
