1,P,0.49069921227841523
38,67,P,0.04906992160194818
0,67,P,0.04906992160079626
3,67,P,0.049069921559223205
59,P,0.04019807691531756
67,72,P,0.012267480400436735
67,102,P,0.012267480400436149
44,67,P,0.012267480391546898
25,67,P,0.012267480391546898
4,67,P,0.012267480391519673
27,67,P,0.012267480391519673
8,67,P,0.012267480382409974
67,74,P,0.007269618014929171
67,68,P,0.0072696180137409765
67,93,P,0.00726961801374096
67,69,P,0.00726961801374096
67,85,P,0.00726961801374095
32,67,P,0.007269617985361838
33,67,P,0.007269617975524047
29,67,P,0.007269617975524047
22,67,P,0.007269617975524047
67,91,P,0.005175343293958883
67,79,P,0.005175343293958883
17,67,P,0.005175343293939851
14,67,P,0.005175343293750615
13,67,P,0.005175343293428125
67,98,P,0.0040198079776326825
67,88,P,0.004019807977628321
67,78,P,0.0040198079775726125
67,81,P,0.004019807977107591
67,71,P,0.0040198079770908555
67,70,P,0.0040198079770908555
67,92,P,0.004019807976880772
67,99,P,0.004019807976641263
15,67,P,0.003959307175440394
12,67,P,0.003959307175439147
20,67,P,0.003959307175437038
54,67,P,0.0032866834920687693
67,87,P,0.0032866834920208597
67,73,P,0.003286683492016227
67,101,P,0.0032866834919994857
7,67,P,0.0032866834916897352
11,67,P,0.0032866834916897352
67,75,P,0.002779947448911081
67,94,P,0.0027799474489110295
67,86,P,0.0027799474489110295
67,76,P,0.0027799474489110295
24,67,P,0.0027799474467220153
67,90,P,0.0027799474437381825
67,97,P,0.0027799474359605047
67,96,P,0.002408694649895032
67,89,P,0.002408694649895032
67,84,P,0.002408694649895032
67,80,P,0.002408694649895032
67,77,P,0.0024086946496224932
10,67,P,0.002408631990949028
26,67,P,0.002408631990945014
67,95,P,0.0021249693733314153
67,83,P,0.0021249693733314153
46,67,P,0.002124969372378557
2,67,P,0.002124969370526216
16,67,P,0.002124969364416975
40,67,P,0.0019010693022196484
28,67,P,0.0019010693021411513
9,67,P,0.0019010693020860257
6,67,P,0.0019010693019210498
37,67,P,0.0019010693014749626
67,82,P,0.0017198708169497662
42,67,P,0.0017198708167227184
18,67,P,0.0015702179882332787
36,67,P,0.0015702179881570252
41,67,P,0.0015702179820516343
43,67,P,0.0014445305652157775
21,67,P,0.0014445305605868895
19,67,P,0.001337477281803544
31,67,P,0.0012451996085745109
5,67,P,0.0012451996060779034
47,67,P,0.0012451996042824997
35,67,P,0.0011648352705252423
45,67,P,0.0010942169078678888
34,67,P,0.0010316725920347213
56,P,0.001013264354205363
51,P,0.001013264354205363
30,67,P,8.80663409558849E-4
23,67,P,8.396949966283472E-4
39,67,P,8.023676210027178E-4
57,P,2.363742692009327E-4
50,P,1.6068461884990556E-4
100,P,1.6068461884990556E-4
