0,1,9,P,0.289799604388046
0,1,6,P,0.20631241466277098
0,1,7,P,0.2063124145752916
0,1,12,P,0.09602137267792572
0,1,11,P,0.06259295773854619
0,1,64,P,0.06169001509760171
0,1,67,P,0.05756100336770783
0,1,49,P,0.005810338633767296
62,P,0.0022903733548153542
0,1,69,P,0.0020426971776719965
0,1,15,P,0.002042697177519052
0,1,57,P,0.0015866097875642648
0,1,13,P,0.0012972470966820142
0,1,10,P,0.0012069633746637335
0,1,16,P,8.387176518157537E-4
0,1,17,P,7.503330724437295E-4
0,1,59,P,5.276018500957193E-4
14,P,4.4178018979483454E-4
26,P,2.372761089166397E-4
61,P,1.4050922053654018E-4
27,P,1.3863924648742734E-4
0,3,P,1.286881807862673E-4
0,5,P,1.2868817576443907E-4
60,P,6.950621039489266E-5
58,P,9.145812163762222E-6
66,P,4.374061285097372E-6
47,P,3.166854123669706E-6
8,P,3.1668541236697056E-6
19,P,3.1668541236697056E-6
23,P,2.3492684051152445E-6
24,P,1.7795461833452896E-6
28,P,1.7795461833452894E-6
22,P,1.372665806806211E-6
25,P,5.601229900033842E-7
46,P,4.6052529136329066E-7
20,P,2.288717105525313E-7
