algorithm,pBug,pValid,times,index,precision_avg,recall_avg,steps,tests_avg,files_avg,bugged_avg,initials,tests
uniform,0,0,10,0,0,0,0,0,52,1,0,0
uniform,0,0,10,1,0,0,0,0,28,2,0,0
uniform,0,0,10,2,0,0,0,0,21,2,0,0
uniform,0,0,10,3,0,0,0,0,46,2,0,0
uniform,0,0,10,4,0,0,0,0,12,1,0,0
uniform,0,0,10,5,0,0,0,0,14,1,0,0
uniform,0,0,10,6,0,0,0,0,42,2,0,0
uniform,0,0,10,7,0,0,0,0,23,1,0,0
uniform,0,0,10,8,0,0,0,0,29,1,0,0
uniform,0,0,10,9,0,0,0,0,24,2,0,0
uniform,0,0,10,10,0,0,0,0,17,2,0,0
uniform,0,0,10,11,0,0,0,0,19,1,0,0
uniform,0,0,10,12,0,0,0,0,21,1,0,0
uniform,0,0,10,13,0,0,0,0,52,2,0,0
uniform,0,0,10,14,0,0,0,0,19,2,0,0
uniform,0,0,10,15,0,0,0,0,24,1,0,0
uniform,0,0,10,16,0,0,0,0,28,1,0,0
uniform,0,0,10,17,0,0,0,0,44,2,0,0
uniform,0,0,10,18,0,0,0,0,22,1,0,0
uniform,0,0,10,19,0,0,0,0,28,2,0,0
randomForest,0,0,10,0,0,0,0,0,52,1,0,0
randomForest,0,0,10,1,0,0,0,0,28,2,0,0
randomForest,0,0,10,2,0.76,0.38,3.0,11.0,21,2,2.0,11.0
randomForest,0,0,10,3,0.725,0.365,4.0,11.0,46,2,2.0,11.0
randomForest,0,0,10,4,0,0,0,0,12,1,0,0
randomForest,0,0,10,5,0.75,0.75,2.0,11.0,14,1,2.0,11.0
randomForest,0,0,10,6,0.01,0.005,1.0,11.0,42,2,2.0,11.0
randomForest,0,0,10,7,0.01,0.01,0.0,11.0,23,1,2.0,11.0
randomForest,0,0,10,8,0.75,0.75,3.0,11.0,29,1,2.0,11.0
randomForest,0,0,10,9,0,0,0,0,24,2,0,0
randomForest,0,0,10,10,0,0,0,0,17,2,0,0
randomForest,0,0,10,11,0.01,0.01,0.0,11.0,19,1,2.0,11.0
randomForest,0,0,10,12,0.02,0.02,0.0,11.0,21,1,2.0,11.0
randomForest,0,0,10,13,0.815,0.41,3.0,11.0,52,2,2.0,11.0
randomForest,0,0,10,14,0.97,0.485,2.0,11.0,19,2,2.0,11.0
randomForest,0,0,10,15,0,0,0,0,24,1,0,0
randomForest,0,0,10,16,0.05,0.05,0.0,11.0,28,1,2.0,11.0
randomForest,0,0,10,17,0,0,0,0,44,2,0,0
randomForest,0,0,10,18,0.01,0.01,0.0,11.0,22,1,2.0,11.0
randomForest,0,0,10,19,0.77,0.385,2.0,11.0,28,2,2.0,11.0
0.0,0.6,0.0,10,0,0.7,0.7,8.0,11.0,52,1,2.0,11.0
0.0,0.6,0.0,10,1,0.87,0.435,0.0,11.0,28,2,2.0,11.0
0.0,0.6,0.0,10,2,0.85,0.43,1.0,11.0,21,2,2.0,11.0
0.0,0.6,0.0,10,3,0.76,0.385,1.0,11.0,46,2,2.0,11.0
0.0,0.6,0.0,10,4,0.88,0.88,0.0,9.0,12,1,2.0,9.0
0.0,0.6,0.0,10,5,0.86,0.86,0.0,11.0,14,1,2.0,11.0
0.0,0.6,0.0,10,6,0.75,0.375,0.0,11.0,42,2,2.0,11.0
0.0,0.6,0.0,10,7,0.78,0.78,0.0,11.0,23,1,2.0,11.0
0.0,0.6,0.0,10,8,0.78,0.78,0.0,11.0,29,1,2.0,11.0
0.0,0.6,0.0,10,9,0.85,0.425,0.0,11.0,24,2,2.0,11.0
0.0,0.6,0.0,10,10,0.985,0.495,1.0,11.0,17,2,2.0,11.0
0.0,0.6,0.0,10,11,0.72,0.72,0.0,11.0,19,1,2.0,11.0
0.0,0.6,0.0,10,12,0.83,0.83,0.0,11.0,21,1,2.0,11.0
0.0,0.6,0.0,10,13,0.83,0.42,1.0,11.0,52,2,2.0,11.0
0.0,0.6,0.0,10,14,0.94,0.475,1.0,11.0,19,2,2.0,11.0
0.0,0.6,0.0,10,15,0.82,0.82,0.0,11.0,24,1,2.0,11.0
0.0,0.6,0.0,10,16,0.96,0.96,0.0,11.0,28,1,2.0,11.0
0.0,0.6,0.0,10,17,0.795,0.435,1.0,11.0,44,2,2.0,11.0
0.0,0.6,0.0,10,18,0.82,0.82,0.0,11.0,22,1,2.0,11.0
0.0,0.6,0.0,10,19,0.855,0.43,1.0,11.0,28,2,2.0,11.0
0.1,0.6,0.1,10,0,0,0,0,0,52,1,0,0
0.1,0.6,0.1,10,1,0,0,0,0,28,2,0,0
0.1,0.6,0.1,10,2,0.75,0.395,5.0,11.0,21,2,2.0,11.0
0.1,0.6,0.1,10,3,0,0,0,0,46,2,0,0
0.1,0.6,0.1,10,4,0,0,0,0,12,1,0,0
0.1,0.6,0.1,10,5,0.73,0.73,4.0,11.0,14,1,2.0,11.0
0.1,0.6,0.1,10,6,0,0,0,0,42,2,0,0
0.1,0.6,0.1,10,7,0.75,0.75,8.0,11.0,23,1,2.0,11.0
0.1,0.6,0.1,10,8,0.79,0.79,5.0,11.0,29,1,2.0,11.0
0.1,0.6,0.1,10,9,0.785,0.425,6.0,11.0,24,2,2.0,11.0
0.1,0.6,0.1,10,10,0.815,0.425,2.0,11.0,17,2,2.0,11.0
0.1,0.6,0.1,10,11,0,0,0,0,19,1,0,0
0.1,0.6,0.1,10,12,0,0,0,0,21,1,0,0
0.1,0.6,0.1,10,13,0.74,0.39,8.0,11.0,52,2,2.0,11.0
0.1,0.6,0.1,10,14,0.835,0.445,4.0,11.0,19,2,2.0,11.0
0.1,0.6,0.1,10,15,0.75,0.75,6.0,11.0,24,1,2.0,11.0
0.1,0.6,0.1,10,16,0.76,0.76,1.0,11.0,28,1,2.0,11.0
0.1,0.6,0.1,10,17,0,0,0,0,44,2,0,0
0.1,0.6,0.1,10,18,0.76,0.76,7.0,11.0,22,1,2.0,11.0
0.1,0.6,0.1,10,19,0.76,0.405,7.0,11.0,28,2,2.0,11.0
0.2,0.6,0.2,10,0,0,0,0,0,52,1,0,0
0.2,0.6,0.2,10,1,0,0,0,0,28,2,0,0
0.2,0.6,0.2,10,2,0,0,0,0,21,2,0,0
0.2,0.6,0.2,10,3,0,0,0,0,46,2,0,0
0.2,0.6,0.2,10,4,0,0,0,0,12,1,0,0
0.2,0.6,0.2,10,5,0.7,0.7,5.0,11.0,14,1,2.0,11.0
0.2,0.6,0.2,10,6,0,0,0,0,42,2,0,0
0.2,0.6,0.2,10,7,0,0,0,0,23,1,0,0
0.2,0.6,0.2,10,8,0.7,0.7,8.0,11.0,29,1,2.0,11.0
0.2,0.6,0.2,10,9,0,0,0,0,24,2,0,0
0.2,0.6,0.2,10,10,0.775,0.425,6.0,11.0,17,2,2.0,11.0
0.2,0.6,0.2,10,11,0,0,0,0,19,1,0,0
0.2,0.6,0.2,10,12,0,0,0,0,21,1,0,0
0.2,0.6,0.2,10,13,0,0,0,0,52,2,0,0
0.2,0.6,0.2,10,14,0.78,0.43,8.0,11.0,19,2,2.0,11.0
0.2,0.6,0.2,10,15,0,0,0,0,24,1,0,0
0.2,0.6,0.2,10,16,0.71,0.71,4.0,11.0,28,1,2.0,11.0
0.2,0.6,0.2,10,17,0,0,0,0,44,2,0,0
0.2,0.6,0.2,10,18,0,0,0,0,22,1,0,0
0.2,0.6,0.2,10,19,0,0,0,0,28,2,0,0
uniform,0,0,20,0,0,0,0,0,108,1,0,0
uniform,0,0,20,1,0,0,0,0,74,2,0,0
uniform,0,0,20,2,0,0,0,0,43,2,0,0
uniform,0,0,20,3,0,0,0,0,90,2,0,0
uniform,0,0,20,4,0,0,0,0,71,2,0,0
uniform,0,0,20,5,0,0,0,0,31,2,0,0
uniform,0,0,20,6,0,0,0,0,75,3,0,0
uniform,0,0,20,7,0,0,0,0,83,2,0,0
uniform,0,0,20,8,0,0,0,0,77,2,0,0
uniform,0,0,20,9,0,0,0,0,80,2,0,0
uniform,0,0,20,10,0.738333333333,0.26,10.0,21.0,43,3,4.0,21.0
uniform,0,0,20,11,0,0,0,0,39,1,0,0
uniform,0,0,20,12,0,0,0,0,99,1,0,0
uniform,0,0,20,13,0,0,0,0,133,3,0,0
uniform,0,0,20,14,0,0,0,0,58,3,0,0
uniform,0,0,20,15,0,0,0,0,45,1,0,0
uniform,0,0,20,16,0,0,0,0,66,1,0,0
uniform,0,0,20,17,0,0,0,0,104,2,0,0
uniform,0,0,20,18,0,0,0,0,62,2,0,0
uniform,0,0,20,19,0,0,0,0,56,2,0,0
randomForest,0,0,20,0,0,0,0,0,108,1,0,0
randomForest,0,0,20,1,0.41,0.41,8.0,21.0,74,2,4.0,21.0
randomForest,0,0,20,2,0.77,0.385,6.0,21.0,43,2,4.0,21.0
randomForest,0,0,20,3,0.72,0.37,5.0,21.0,90,2,4.0,21.0
randomForest,0,0,20,4,0.01,0.005,1.0,21.0,71,2,4.0,21.0
randomForest,0,0,20,5,0.72,0.36,3.0,21.0,31,2,4.0,21.0
randomForest,0,0,20,6,0,0,0,0,75,3,0,0
randomForest,0,0,20,7,0.74,0.37,4.0,21.0,83,2,4.0,21.0
randomForest,0,0,20,8,0.74,0.37,2.0,21.0,77,2,4.0,21.0
randomForest,0,0,20,9,0,0,0,0,80,2,0,0
randomForest,0,0,20,10,0,0,0,0,43,3,0,0
randomForest,0,0,20,11,0,0,0,0,39,1,0,0
randomForest,0,0,20,12,0.02,0.02,0.0,21.0,99,1,4.0,21.0
randomForest,0,0,20,13,0.785,0.263333333333,3.0,21.0,133,3,4.0,21.0
