algorithm,pBug,pValid,times,index,precision,recall,auc,wasted,tests,files,bugged,bugsIDS,pack
uniform,0,0,10,0,0.5065327485,0.25326637425,0.85,3,10,12,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\junit'"
uniform,0,0,10,1,0.08210312464,0.08210312464,0.666666666667,1,9,12,1,5,"""['main\\org\\apache\\tools\\ant'"
uniform,0,0,10,2,0.0978644965828,0.0978644965828,0.625,3,11,12,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
uniform,0,0,10,3,0.757257786077,0.757257786077,1.0,0,10,12,1,5,"""['main\\org\\apache\\tools\\ant\\filters'"
uniform,0,0,10,4,0.188531015958,0.188531015958,0.541666666667,2,8,13,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
uniform,0,0,10,5,0.21774193701,0.21774193701,0.666666666667,2,8,8,1,5,"""['main\\org\\apache\\tools\\ant\\launch'"
uniform,0,0,10,6,0.119665675362,0.119665675362,0.666666666667,2,6,8,1,5,"""['main\\org\\apache\\tools\\ant\\types'"
uniform,0,0,10,7,0.841246291525,0.440652819441,0.75,2,3,4,2,5,"""['main\\org\\apache\\tools\\ant\\launch'"
uniform,0,0,10,8,0.903588907027,0.903588907027,1.0,0,11,18,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\depend'"
uniform,0,0,10,9,0.357480414832,0.357480414832,1.0,0,11,15,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
uniform,0,0,10,10,0.0644711574865,0.0644711574865,0.625,3,10,15,1,5,"""['main\\org\\apache\\tools\\ant\\launch'"
uniform,0,0,10,11,0.569940502945,0.569940502945,1.0,0,8,14,1,5,"""['main\\org\\apache\\tools\\ant\\filters'"
uniform,0,0,10,12,0.605277441912,0.317825562384,0.633333333333,4,11,15,2,5,"""['main\\org\\apache\\tools\\ant\\types'"
uniform,0,0,10,13,0.557692465763,0.557692465763,1.0,0,11,15,1,5,"""['main\\org\\apache\\tools\\ant'"
uniform,0,0,10,14,0.826072925948,0.826072925948,1.0,0,11,12,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\depend\\constantpool'"
uniform,0,0,10,15,0.508628527228,0.508628527228,1.0,0,11,19,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
uniform,0,0,10,16,0.943038544091,0.493972570836,0.916666666667,1,8,16,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\junit'"
uniform,0,0,10,17,0.161676646708,0.161676646708,0.75,1,4,4,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\depend\\constantpool'"
uniform,0,0,10,18,0.672177950838,0.672177950838,1.0,0,7,11,1,5,"""['main\\org\\apache\\tools\\ant\\util'"
uniform,0,0,10,19,0.293057894262,0.293057894262,0.791666666667,1,11,22,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs'"
randomForest,0,0,10,0,0.533369169381,0.266684584691,0.613095238095,5,10,12,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\junit'"
randomForest,0,0,10,1,0.0944930010162,0.0944930010162,0.75,1,9,12,1,5,"""['main\\org\\apache\\tools\\ant'"
randomForest,0,0,10,2,0.00144747210018,0.00144747210018,0.555555555556,8,11,12,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
randomForest,0,0,10,3,0.800974912008,0.800974912008,1.0,0,10,12,1,5,"""['main\\org\\apache\\tools\\ant\\filters'"
randomForest,0,0,10,4,0.703589921964,0.703589921964,1.0,0,8,13,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
randomForest,0,0,10,5,0.793493760618,0.793493760618,1.0,0,8,8,1,5,"""['main\\org\\apache\\tools\\ant\\launch'"
randomForest,0,0,10,6,0.143909363804,0.143909363804,0.75,1,6,8,1,5,"""['main\\org\\apache\\tools\\ant\\types'"
randomForest,0,0,10,7,0.748210206152,0.499635387141,0.666666666667,1,3,4,2,5,"""['main\\org\\apache\\tools\\ant\\launch'"
randomForest,0,0,10,8,0.927945589748,0.927945589748,1.0,0,11,18,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\depend'"
randomForest,0,0,10,9,0.00753198544827,0.00753198544827,0.55,9,11,15,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
randomForest,0,0,10,10,0.00313811731903,0.00313811731903,0.555555555556,8,10,15,1,5,"""['main\\org\\apache\\tools\\ant\\launch'"
randomForest,0,0,10,11,0.796713159635,0.796713159635,1.0,0,8,14,1,5,"""['main\\org\\apache\\tools\\ant\\filters'"
randomForest,0,0,10,12,0.82967554264,0.428326958259,0.791666666667,2,11,15,2,5,"""['main\\org\\apache\\tools\\ant\\types'"
randomForest,0,0,10,13,0.713708270668,0.713708270668,1.0,0,11,15,1,5,"""['main\\org\\apache\\tools\\ant'"
randomForest,0,0,10,14,0.998748860001,0.998748860001,1.0,0,11,12,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\depend\\constantpool'"
randomForest,0,0,10,15,0.343646378278,0.343646378278,0.666666666667,2,11,19,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
randomForest,0,0,10,16,0.994865013877,0.497457131091,0.75,2,8,16,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\junit'"
randomForest,0,0,10,17,0.449480797474,0.449480797474,1.0,0,4,4,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\depend\\constantpool'"
randomForest,0,0,10,18,0.778387953418,0.778387953418,1.0,0,7,11,1,5,"""['main\\org\\apache\\tools\\ant\\util'"
randomForest,0,0,10,19,0.722570475237,0.722570475237,1.0,0,11,22,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs'"
Sanity,0.6,0.0,10,0,1.0,0,0.984280459891,0.492140229946,10,12,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\junit'"
Sanity,0.6,0.0,10,1,1.0,0,0.856349427397,0.856349427397,9,12,1,5,"""['main\\org\\apache\\tools\\ant'"
Sanity,0.6,0.0,10,2,1.0,0,0.868720518529,0.868720518529,11,12,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
Sanity,0.6,0.0,10,3,1.0,0,0.995390085201,0.995390085201,10,12,1,5,"""['main\\org\\apache\\tools\\ant\\filters'"
Sanity,0.6,0.0,10,4,1.0,0,0.980955976554,0.980955976554,8,13,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
Sanity,0.6,0.0,10,5,1.0,0,0.994144987075,0.994144987075,8,8,1,5,"""['main\\org\\apache\\tools\\ant\\launch'"
Sanity,0.6,0.0,10,6,1.0,0,0.892378884382,0.892378884382,6,8,1,5,"""['main\\org\\apache\\tools\\ant\\types'"
Sanity,0.6,0.0,10,7,0.916666666667,1,0.992662536659,0.498800578131,3,4,2,5,"""['main\\org\\apache\\tools\\ant\\launch'"
Sanity,0.6,0.0,10,8,1.0,0,0.999825115901,0.999825115901,11,18,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\depend'"
Sanity,0.6,0.0,10,9,1.0,0,0.971378475786,0.971378475786,11,15,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
Sanity,0.6,0.0,10,10,1.0,0,0.807831334671,0.807831334671,10,15,1,5,"""['main\\org\\apache\\tools\\ant\\launch'"
Sanity,0.6,0.0,10,11,1.0,0,0.99015950631,0.99015950631,8,14,1,5,"""['main\\org\\apache\\tools\\ant\\filters'"
Sanity,0.6,0.0,10,12,1.0,1,0.985333277722,0.495255847266,11,15,2,5,"""['main\\org\\apache\\tools\\ant\\types'"
Sanity,0.6,0.0,10,13,1.0,0,0.989413620256,0.989413620256,11,15,1,5,"""['main\\org\\apache\\tools\\ant'"
Sanity,0.6,0.0,10,14,1.0,0,0.99965496028,0.99965496028,11,12,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\depend\\constantpool'"
Sanity,0.6,0.0,10,15,1.0,0,0.987367004628,0.987367004628,11,19,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
Sanity,0.6,0.0,10,16,0.916666666667,1,0.994832774019,0.499891095417,8,16,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\junit'"
Sanity,0.6,0.0,10,17,1.0,0,0.921656407387,0.921656407387,4,4,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\depend\\constantpool'"
Sanity,0.6,0.0,10,18,1.0,0,0.994467371271,0.994467371271,7,11,1,5,"""['main\\org\\apache\\tools\\ant\\util'"
Sanity,0.6,0.0,10,19,1.0,0,0.988053908203,0.988053908203,11,22,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs'"
Sanity,0.6,0.1,10,0,1.0,0,0.85057411995,0.425287059975,10,12,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\junit'"
Sanity,0.6,0.1,10,1,0.75,1,0.329302821982,0.329302821982,9,12,1,5,"""['main\\org\\apache\\tools\\ant'"
Sanity,0.6,0.1,10,2,1.0,0,0.375615040731,0.375615040731,11,12,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
Sanity,0.6,0.1,10,3,1.0,0,0.944673142603,0.944673142603,10,12,1,5,"""['main\\org\\apache\\tools\\ant\\filters'"
Sanity,0.6,0.1,10,4,1.0,0,0.829454064006,0.829454064006,8,13,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
Sanity,0.6,0.1,10,5,1.0,0,0.583897616245,0.583897616245,8,8,1,5,"""['main\\org\\apache\\tools\\ant\\launch'"
Sanity,0.6,0.1,10,6,1.0,0,0.429811236552,0.429811236552,6,8,1,5,"""['main\\org\\apache\\tools\\ant\\types'"
Sanity,0.6,0.1,10,7,0.916666666667,1,0.928112831661,0.488248930485,3,4,2,5,"""['main\\org\\apache\\tools\\ant\\launch'"
Sanity,0.6,0.1,10,8,1.0,0,0.979273982186,0.979273982186,11,18,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\depend'"
Sanity,0.6,0.1,10,9,1.0,0,0.755222332903,0.755222332903,11,15,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
Sanity,0.6,0.1,10,10,0.75,1,0.276494857435,0.276494857435,10,15,1,5,"""['main\\org\\apache\\tools\\ant\\launch'"
Sanity,0.6,0.1,10,11,1.0,0,0.877930821986,0.877930821986,8,14,1,5,"""['main\\org\\apache\\tools\\ant\\filters'"
Sanity,0.6,0.1,10,12,0.791666666667,1,0.859291125829,0.453243393569,11,15,2,5,"""['main\\org\\apache\\tools\\ant\\types'"
Sanity,0.6,0.1,10,13,1.0,0,0.872728163335,0.872728163335,11,15,1,5,"""['main\\org\\apache\\tools\\ant'"
Sanity,0.6,0.1,10,14,1.0,0,0.959910106564,0.959910106564,11,12,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\depend\\constantpool'"
Sanity,0.6,0.1,10,15,1.0,0,0.848948079659,0.848948079659,11,19,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
Sanity,0.6,0.1,10,16,0.916666666667,1,0.948382474847,0.498912107755,8,16,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\junit'"
Sanity,0.6,0.1,10,17,1.0,0,0.516786946975,0.516786946975,4,4,1,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\depend\\constantpool'"
Sanity,0.6,0.1,10,18,1.0,0,0.916659009642,0.916659009642,7,11,1,5,"""['main\\org\\apache\\tools\\ant\\util'"
Sanity,0.6,0.1,10,19,1.0,0,0.8871741573,0.8871741573,11,22,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs'"
