2,P,0.5871853960720905
1,3,P,0.05871854005483646
0,1,P,0.058718540054061456
1,5,P,0.058718539872151074
0,18,P,0.058718539872151074
7,P,0.04810222166470686
14,P,0.04810222166470686
0,17,P,0.014679635013354593
0,10,P,0.014679635013203629
0,15,P,0.014679635012466259
0,11,P,0.014679635012466259
9,P,0.012887470757171974
1,16,P,0.006192971018558947
0,13,P,0.002058048999469186
0,12,P,0.001878969918604819
