2,P,0.8359590996761518
0,1,P,0.1274837629292198
0,7,P,0.00753299438341485
0,6,P,0.006159142248514089
1,5,P,0.005747218832172994
1,4,P,0.005747218832170798
1,3,P,0.005747218832170798
1,8,P,0.0034057593075635115
3,7,P,3.3960221857238116E-4
4,7,P,3.3960221857225344E-4
5,7,P,3.396022185721011E-4
3,6,P,2.7766624973046404E-4
5,6,P,2.776662497301619E-4
4,6,P,2.776662497254797E-4
7,8,P,2.0124575913869016E-4
6,8,P,1.6453379457967855E-4
