1,P,0.4997968995344194
0,7,P,0.1303169584216331
7,23,P,0.0939994477156899
2,7,P,0.09399944770699895
24,P,0.029532916605382223
7,22,P,0.02349986192611307
7,18,P,0.02349986192611307
7,26,P,0.02349986191948406
7,25,P,0.013925844105821959
7,27,P,0.013925844105821952
7,21,P,0.013925844105821946
7,30,P,0.009914004164861588
7,31,P,0.007700434756214429
7,29,P,0.006296044948442794
7,28,P,0.005325329985952922
7,15,P,0.005325329976056011
7,32,P,0.0016869918264012904
9,P,0.0010025453184890427
8,P,0.0010025453184890427
12,P,7.61785668489041E-4
11,P,5.924113946540039E-4
13,P,4.697885686506156E-4
