1,21,P,0.6946417553514576
21,23,P,0.10290988976883496
12,21,P,0.07325164581122186
21,31,P,0.026911844874856723
21,24,P,0.026911844695078634
21,35,P,0.024346769753301842
21,32,P,0.015489911773941755
21,33,P,0.014604524319444546
17,21,P,0.006877641148081973
18,21,P,0.00687764114792052
16,21,P,0.0017194102857674418
13,21,P,0.0017194102833100748
14,21,P,0.001719367265273118
15,21,P,7.253762147664421E-4
21,22,P,4.6066107510257614E-4
21,26,P,3.896374875442904E-4
21,39,P,3.896374862208881E-4
27,P,3.8969955774059756E-5
11,P,1.4061302101044359E-5
