0,P,0.5036941981454575
3,4,P,0.30725346261196856
1,2,4,P,0.18742461218385462
2,4,8,P,2.517018533929529E-4
1,4,8,P,2.5170109353951306E-4
3,6,P,2.1812440573087114E-4
1,4,9,P,2.0579296508636233E-4
2,4,9,P,2.0578348304896977E-4
1,4,5,P,1.33051577211181E-4
1,2,6,P,1.3291160277320035E-4
4,8,P,1.1055016705985689E-4
4,9,P,7.645230293483009E-5
2,6,P,3.37997127942743E-5
7,P,7.361008124901644E-6
1,6,8,P,1.7854163724246606E-7
1,6,9,P,1.4607341063109102E-7
6,8,P,9.935237117570814E-8
6,9,P,7.291960367069594E-8
