1,P,0.7
2,20,P,0.07
0,20,P,0.04
20,6,P,0.02
20,23,P,0.02
20,21,P,0.02
20,16,P,0.02
8,20,P,0.01
7,20,P,0.01
20,9,P,0.01
20,4,P,0.01
20,3,P,0.01
20,24,P,0.01
20,22,P,0.01
20,14,P,0.01
2,15,P,0.01
2,14,P,0.01
12,P,0.01
0,13,14,P,0.0
