algorithm,pBug,pValid,times,index,precision,recall,auc,wasted,tests,files,bugged,bugsIDS,pack
uniform,0,0,10,0,0.636561281235,0.636561281235,1.0,0,10,17,1,5,"""['org.eclipse.cdt.core.tests\\parser\\org\\eclipse\\cdt\\core\\parser\\tests'"
uniform,0,0,10,1,0.799392382807,0.799392382807,1.0,0,11,20,1,5,"""['org.eclipse.cdt.core\\model\\org\\eclipse\\cdt\\internal\\core\\settings\\model'"
uniform,0,0,10,2,0.676868950918,0.676868950918,1.0,0,10,22,1,5,"""['org.eclipse.cdt.core\\src\\org\\eclipse\\cdt\\internal\\core'"
uniform,0,0,10,3,0.613206000362,0.613206000362,1.0,0,11,23,2,5,"""['org.eclipse.cdt.core\\src\\org\\eclipse\\cdt\\internal\\core\\envvar'"
uniform,0,0,10,4,0.693730839352,0.363382820671,0.708333333333,2,11,13,2,5,"""['org.eclipse.cdt.core.tests\\misc\\org\\eclipse\\cdt\\core\\internal\\errorparsers\\tests'"
uniform,0,0,10,5,0.654858802631,0.654858802631,1.0,0,11,15,1,5,"""['org.eclipse.cdt.core\\src\\org\\eclipse\\cdt\\internal\\core'"
uniform,0,0,10,6,0.713283461683,0.37762065625,0.708333333333,2,11,12,2,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\pdom\\dom'"
uniform,0,0,10,7,0.676599079749,0.358199512871,0.708333333333,2,8,12,2,5,"""['org.eclipse.cdt.core.tests\\parser\\org\\eclipse\\cdt\\core\\parser\\tests'"
uniform,0,0,10,8,0.573152566245,0.286576283123,0.916666666667,1,11,9,2,5,"""['org.eclipse.cdt.core\\model\\org\\eclipse\\cdt\\internal\\core\\settings\\model'"
uniform,0,0,10,9,0.539827667355,0.539827667355,1.0,0,10,18,1,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\pdom\\dom\\c'"
uniform,0,0,10,10,0.642103203804,0.642103203804,1.0,0,11,15,1,5,"""['org.eclipse.cdt.core\\src\\org\\eclipse\\cdt\\internal\\core'"
uniform,0,0,10,11,0.666528746753,0.666528746753,1.0,0,7,12,1,5,"""['org.eclipse.cdt.core\\src\\org\\eclipse\\cdt\\internal\\core'"
uniform,0,0,10,12,0.106164070753,0.106164070753,0.625,3,8,10,1,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\pdom\\dom\\cpp'"
uniform,0,0,10,13,0.706324846641,0.38993078874,1.0,2,9,17,2,5,"""['org.eclipse.cdt.core.tests\\parser\\org\\eclipse\\cdt\\core\\parser\\tests\\ast2'"
uniform,0,0,10,14,0.659349965065,0.329674982533,1.0,0,9,8,2,5,"""['org.eclipse.cdt.core.tests\\parser\\org\\eclipse\\cdt\\internal\\pdom\\tests'"
uniform,0,0,10,15,0.739362733935,0.739362733935,1.0,0,9,9,1,5,"""['org.eclipse.cdt.core.tests\\parser\\org\\eclipse\\cdt\\core\\parser\\tests\\ast2'"
uniform,0,0,10,16,0.428251240416,0.428251240416,1.0,0,10,14,2,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\pdom\\dom\\c'"
uniform,0,0,10,17,0.412345225943,0.412345225943,1.0,0,11,40,1,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\pdom\\db'"
uniform,0,0,10,18,0.613155022376,0.228282845692,0.85,2,11,21,3,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\pdom'"
uniform,0,0,10,19,0.799615289642,0.418846104165,0.791666666667,1,10,12,2,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\dom\\parser\\cpp'"
randomForest,0,0,10,0,0.9695194392,0.9695194392,1.0,0,10,17,1,5,"""['org.eclipse.cdt.core.tests\\parser\\org\\eclipse\\cdt\\core\\parser\\tests'"
randomForest,0,0,10,1,0.997598320074,0.997598320074,1.0,0,11,20,1,5,"""['org.eclipse.cdt.core\\model\\org\\eclipse\\cdt\\internal\\core\\settings\\model'"
randomForest,0,0,10,2,0.492731549745,0.492731549745,0.666666666667,2,10,22,1,5,"""['org.eclipse.cdt.core\\src\\org\\eclipse\\cdt\\internal\\core'"
randomForest,0,0,10,3,0.505377124573,0.505377124573,0.586805555556,7,11,23,2,5,"""['org.eclipse.cdt.core\\src\\org\\eclipse\\cdt\\internal\\core\\envvar'"
randomForest,0,0,10,4,0.744081056575,0.496878048052,0.666666666667,1,11,13,2,5,"""['org.eclipse.cdt.core.tests\\misc\\org\\eclipse\\cdt\\core\\internal\\errorparsers\\tests'"
randomForest,0,0,10,5,0.491348503093,0.491348503093,0.666666666667,2,11,15,1,5,"""['org.eclipse.cdt.core\\src\\org\\eclipse\\cdt\\internal\\core'"
randomForest,0,0,10,6,0.695403770861,0.464564345135,0.666666666667,1,11,12,2,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\pdom\\dom'"
randomForest,0,0,10,7,0.723815044975,0.483544490924,0.666666666667,1,8,12,2,5,"""['org.eclipse.cdt.core.tests\\parser\\org\\eclipse\\cdt\\core\\parser\\tests'"
randomForest,0,0,10,8,0.827637602156,0.413818801078,1.0,0,11,9,2,5,"""['org.eclipse.cdt.core\\model\\org\\eclipse\\cdt\\internal\\core\\settings\\model'"
randomForest,0,0,10,9,0.864259528888,0.864259528888,1.0,0,10,18,1,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\pdom\\dom\\c'"
randomForest,0,0,10,10,0.486196564909,0.486196564909,0.666666666667,2,11,15,1,5,"""['org.eclipse.cdt.core\\src\\org\\eclipse\\cdt\\internal\\core'"
randomForest,0,0,10,11,0.951137920073,0.951137920073,1.0,0,7,12,1,5,"""['org.eclipse.cdt.core\\src\\org\\eclipse\\cdt\\internal\\core'"
randomForest,0,0,10,12,0.295159918641,0.295159918641,0.666666666667,2,8,10,1,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\pdom\\dom\\cpp'"
randomForest,0,0,10,13,0.860646532361,0.498834368495,1.0,1,9,17,2,5,"""['org.eclipse.cdt.core.tests\\parser\\org\\eclipse\\cdt\\core\\parser\\tests\\ast2'"
randomForest,0,0,10,14,0.717501058611,0.358750529306,0.633333333333,4,9,8,2,5,"""['org.eclipse.cdt.core.tests\\parser\\org\\eclipse\\cdt\\internal\\pdom\\tests'"
randomForest,0,0,10,15,0.492016956188,0.492016956188,0.666666666667,2,9,9,1,5,"""['org.eclipse.cdt.core.tests\\parser\\org\\eclipse\\cdt\\core\\parser\\tests\\ast2'"
randomForest,0,0,10,16,0.933432271821,0.933432271821,1.0,0,10,14,2,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\pdom\\dom\\c'"
randomForest,0,0,10,17,0.731633421663,0.731633421663,1.0,0,11,40,1,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\pdom\\db'"
randomForest,0,0,10,18,0.979154705234,0.490660706998,1.0,0,11,21,3,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\pdom'"
randomForest,0,0,10,19,0.736567959035,0.491860996203,0.666666666667,1,10,12,2,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\dom\\parser\\cpp'"
Sanity,0.6,0.0,10,0,1.0,0,0.993364162273,0.993364162273,10,17,1,5,"""['org.eclipse.cdt.core.tests\\parser\\org\\eclipse\\cdt\\core\\parser\\tests'"
Sanity,0.6,0.0,10,1,1.0,0,0.9984449547,0.9984449547,11,20,1,5,"""['org.eclipse.cdt.core\\model\\org\\eclipse\\cdt\\internal\\core\\settings\\model'"
