0,23,P,0.7
0,4,24,P,0.16
19,P,0.05
18,P,0.01
0,3,24,P,0.01
0,26,24,P,0.01
0,21,24,P,0.01
0,14,P,0.01
0,1,P,0.01
0,11,10,P,0.0
