0,P,0.7
10,P,0.13
7,4,P,0.01
7,2,P,0.01
7,11,P,0.01
5,7,P,0.01
5,6,P,0.01
5,2,P,0.01
5,11,P,0.01
3,2,P,0.01
3,11,P,0.01
15,P,0.01
12,P,0.01
1,P,0.01
14,11,P,0.0
