0,1,P,0.71
0,2,13,P,0.05
11,P,0.04
0,9,P,0.04
0,10,P,0.04
1,15,P,0.03
5,P,0.01
2,15,P,0.01
0,7,13,P,0.01
0,4,13,P,0.01
0,3,13,P,0.01
0,2,15,P,0.01
0,2,14,P,0.01
0,12,13,P,0.01
0,12,14,P,0.0
