0,P,0.88
8,P,0.02
7,P,0.02
5,P,0.02
6,2,P,0.01
6,1,P,0.01
4,2,P,0.01
4,1,P,0.01
10,2,P,0.01
10,1,P,0.01
10,11,P,0.0
