0,1,P,0.73
1,28,P,0.05
19,P,0.02
18,P,0.02
1,8,P,0.02
0,21,24,P,0.02
0,20,25,P,0.02
0,20,22,P,0.02
0,17,P,0.02
0,14,P,0.02
9,P,0.01
0,21,25,P,0.01
0,21,10,P,0.01
0,20,27,P,0.0
