0,P,0.34
96,66,P,0.14
67,66,P,0.05
96,68,9,P,0.03
96,72,68,P,0.01
96,71,68,P,0.01
96,70,68,P,0.01
96,68,94,P,0.01
96,68,90,P,0.01
96,68,87,P,0.01
96,68,84,P,0.01
96,68,76,P,0.01
96,68,75,P,0.01
96,68,74,P,0.01
96,68,69,P,0.01
96,68,58,P,0.01
96,68,57,P,0.01
96,68,56,P,0.01
96,68,52,P,0.01
96,68,47,P,0.01
96,68,41,P,0.01
96,68,33,P,0.01
96,68,26,P,0.01
96,68,25,P,0.01
96,68,22,P,0.01
96,68,21,P,0.01
96,68,20,P,0.01
96,68,10,P,0.01
96,68,1,P,0.01
96,28,9,P,0.01
96,16,68,P,0.01
96,13,68,P,0.01
46,P,0.0
