0,1,P,0.54
11,P,0.3
0,7,8,P,0.04
0,10,5,P,0.03
1,14,P,0.02
0,3,P,0.02
13,P,0.01
0,7,9,P,0.01
0,16,P,0.01
0,10,18,P,0.0
