0,1,2,P,0.36
1,24,2,P,0.07
1,22,2,P,0.07
0,9,2,P,0.07
0,27,2,P,0.06
0,1,28,P,0.04
0,1,26,P,0.04
1,28,P,0.03
1,25,2,P,0.03
0,10,2,P,0.03
0,1,18,P,0.03
1,6,2,P,0.02
1,4,2,P,0.02
1,20,2,P,0.02
1,10,2,P,0.02
23,P,0.01
21,P,0.01
1,8,2,P,0.01
1,5,2,P,0.01
1,3,2,P,0.01
1,17,2,P,0.01
1,12,2,P,0.01
0,8,2,P,0.01
0,7,P,0.01
0,3,2,P,0.01
0,11,P,0.01
0,13,P,0.0
