0,P,0.77
8,6,P,0.07
7,P,0.06
5,6,P,0.02
17,6,P,0.02
8,9,1,P,0.01
8,2,1,P,0.01
8,13,1,P,0.01
8,12,1,P,0.01
8,11,1,P,0.01
17,11,1,P,0.0
