0,P,0.77
5,P,0.06
1,7,P,0.06
1,11,P,0.03
1,8,P,0.02
9,7,P,0.01
9,11,P,0.01
4,12,7,P,0.01
3,12,7,P,0.01
3,12,11,P,0.01
10,12,11,P,0.01
10,12,7,P,0.0
