0,P,0.72
1,7,P,0.07
1,11,P,0.07
5,P,0.06
1,8,P,0.02
9,7,P,0.01
9,11,P,0.01
4,7,12,P,0.01
4,11,12,P,0.01
3,7,12,P,0.01
3,11,12,P,0.01
10,11,12,P,0.0
