1,40,P,0.185952162803975
1,3,P,0.1859521628012651
1,2,P,0.13503668951563658
1,6,P,0.046488040682322436
1,36,P,0.046488040652924056
1,33,P,0.02754846856314397
1,5,P,0.02754846851307963
1,62,P,0.027548468513079606
1,55,P,0.027548468513079606
1,25,P,0.027548468513079606
1,16,P,0.019612142169710543
1,45,P,0.01961214215513172
1,32,P,0.01961214215513172
1,53,P,0.019612141999807934
1,47,P,0.015233201175705037
1,17,P,0.015233201172267117
1,31,P,0.015233201132054418
1,21,P,0.015233201132054418
1,39,P,0.015233200883651815
1,18,P,0.015233200883651815
1,7,P,0.015233200830649324
1,24,P,0.012455000610091914
1,4,P,0.012455000602420494
1,15,P,0.012455000589415703
1,14,P,0.010534706877142459
1,61,P,0.009127831578284954
1,13,P,0.009127831511716082
1,29,P,0.006517509845185904
1,28,P,0.0041464007353597685
22,P,3.5763729014086484E-4
52,P,4.1332799420209565E-5
60,P,4.133279942020956E-5
