1,P,0.11854712522163328
2,6,P,0.11240023730999983
12,P,0.03884552198142833
11,P,0.03884552198142833
2,56,P,0.02810005929751811
2,55,P,0.02810005929751811
2,50,P,0.02810005929751811
2,5,P,0.02810005929751811
2,87,P,0.02810005840349076
2,3,P,0.028100057676369028
2,54,P,0.01665188700938261
2,21,P,0.01665188700938261
2,71,P,0.01665188700599725
2,46,P,0.01665188700599725
2,65,P,0.016651887005997238
2,51,P,0.016651887005997238
2,45,P,0.016651887005997238
2,22,P,0.016651887005997238
2,24,P,0.016651886979120834
2,76,P,0.016651886979120817
2,17,P,0.016651886820070596
2,14,P,0.011854712528820732
2,16,P,0.011854712528754634
2,49,P,0.011854712528733706
2,48,P,0.011854712528733706
2,58,P,0.011854712528733482
2,47,P,0.011854712528733482
2,85,P,0.011854712528679237
2,64,P,0.011854712425999845
2,33,P,0.011854712425999845
23,P,0.00943375671827214
10,P,0.00943375671827214
2,67,P,0.009207827440006821
2,57,P,0.009207827440006821
2,66,P,0.009207827439758523
2,34,P,0.009207827439758523
2,78,P,0.009207827435140058
2,60,P,0.009207827435140058
2,42,P,0.009207827435140058
2,29,P,0.0092078274137365
2,86,P,0.009207827263587624
2,70,P,0.007528522410796101
2,62,P,0.007528522410796101
2,26,P,0.0075285224095143575
2,52,P,0.007528522394026928
2,39,P,0.007528522394026928
2,69,P,0.007528522394025273
2,41,P,0.007528522394025273
2,59,P,0.007528522394001736
2,63,P,0.006367785856901825
19,P,0.005652767389026807
2,43,P,0.0055173890967650215
2,36,P,0.005517389071186226
2,68,P,0.005517388788493037
2,61,P,0.005517388788493037
2,53,P,0.005517388788493037
2,32,P,0.0048674837821107535
2,35,P,0.004867483706141683
2,40,P,0.004354330043842009
20,P,0.0036547351424527823
2,44,P,0.0035967629095747054
73,P,0.0024992935675432946
2,38,P,0.0020172270113970356
2,37,P,0.0019233437922365493
72,P,0.0017845608062880775
2,31,P,0.001759212928350783
