2,P,0.5698325758288775
1,8,P,0.11966484159725299
8,31,P,0.04119609301271329
8,14,P,0.0411960930127067
8,65,P,0.010299023252043045
8,56,P,0.010299023252043045
8,64,P,0.010299023241705995
8,30,P,0.010299023241705995
8,47,P,0.01029902316992918
8,33,P,0.01029902316992918
8,21,P,0.01029902316992918
8,69,P,0.0061031248906799115
8,55,P,0.0061031248906799115
6,8,P,0.006103124890602168
8,75,P,0.006103124889439112
8,58,P,0.006103124889439112
8,43,P,0.00610312487958859
8,41,P,0.00610312487958859
8,76,P,0.006103124879588587
8,66,P,0.006103124879588587
8,77,P,0.004344900434753437
8,53,P,0.004344900434753437
8,46,P,0.004344900434753437
8,12,P,0.004344900434753437
8,35,P,0.004344900434719612
8,57,P,0.004344900434573475
3,8,P,0.004344900433726929
8,50,P,0.00434490039706644
8,79,P,0.003374783939201256
8,36,P,0.003374783939201256
8,42,P,0.0033747839389846944
8,74,P,0.0033747839296648253
8,70,P,0.0033747839296648253
8,54,P,0.0033747839296648253
8,32,P,0.0033747839296648253
4,8,P,0.002759297639183893
8,67,P,0.0027592976383274495
8,10,P,0.0027592976383274495
8,48,P,0.0027592976382795303
8,73,P,0.0027592976346626445
8,13,P,0.0027592976346626445
8,71,P,0.0027592976331913626
8,51,P,0.002333873174036147
8,34,P,0.002333873171770023
8,61,P,0.0020221921162718293
8,63,P,0.0020221921100454254
8,52,P,0.0017839937961738165
8,62,P,0.0017839937961683589
8,44,P,0.0017839937961683589
8,78,P,0.0017839937711034597
7,P,0.0016464713751561876
8,11,P,0.00159602104660184
8,81,P,0.0012127388412161938
19,P,9.865761712672765E-4
22,P,6.378600559220978E-4
17,P,4.362011222195902E-4
16,P,3.11458980441869E-4
18,P,2.3014849105599917E-4
80,P,1.7487870012207796E-4
5,P,1.7487870012207796E-4
20,P,1.3599643432526699E-4
