2,P,0.41156339153292903
10,58,P,0.04115633946707564
10,116,P,0.04115633946706084
10,18,P,0.04115633946703887
1,10,P,0.04115633945147014
10,52,P,0.04115633941871022
34,P,0.033715270891820366
32,P,0.033715270891820366
30,P,0.033715270891820366
10,122,P,0.010289084866724113
10,42,P,0.010289084866511202
10,106,P,0.010289084866511195
10,135,P,0.010289084866511186
10,28,P,0.010289084866511153
10,74,P,0.010289084866406274
10,21,P,0.010289084865906569
10,14,P,0.010289084865906569
10,134,P,0.010289084865906569
10,108,P,0.010289084865906569
6,10,P,0.010288827421454672
10,51,P,0.006097235476456281
10,109,P,0.006097235476373984
10,107,P,0.0060972354756533564
10,13,P,0.006097235473193849
10,85,P,0.006097235472835725
10,115,P,0.004340707678169942
10,50,P,0.004340707678169475
10,94,P,0.004340707678167187
10,91,P,0.004340707678167187
10,132,P,0.004340707678167187
10,120,P,0.004340707678167187
10,131,P,0.0043407076781671865
10,66,P,0.004340707676131198
10,93,P,0.00337152732914011
10,49,P,0.0033715273291221137
10,136,P,0.0033715273290918515
10,90,P,0.0033715273290910344
10,130,P,0.003371527329087178
8,10,P,0.003371527328843836
10,101,P,0.0033715273282777162
10,78,P,0.00275663496296483
10,112,P,0.0027566349628026557
10,68,P,0.0027566349628026453
4,10,P,0.002756634962608002
10,56,P,0.002331621025464481
10,67,P,0.0023316210207793937
10,73,P,0.002331621018565012
10,92,P,0.002331621018564999
10,103,P,0.002331621018183312
10,16,P,0.002331620979734289
10,54,P,0.002331620969608982
10,60,P,0.002020240740117698
10,141,P,0.002020240740117698
10,69,P,0.002020240740048047
10,79,P,0.002020240740048046
10,27,P,0.0020202407400480436
10,137,P,0.0020202407400480436
10,124,P,0.0020202407376257565
5,10,P,0.0017822722746211853
10,89,P,0.0017822722737677122
10,114,P,0.0017822722736488713
10,84,P,0.0017822722631017347
10,12,P,0.001782272262844994
10,88,P,0.00178227219214013
10,139,P,0.00178227219214013
10,113,P,0.0015944809139220733
10,53,P,0.0015944809102250378
10,129,P,0.0015944809102250378
10,128,P,0.0015944809102250378
10,121,P,0.001442504590675858
10,17,P,0.0014425045740605637
10,127,P,0.001316986494406417
10,86,P,0.0013169864853576677
10,55,P,0.001316986481264464
10,97,P,0.0012115688897134781
10,100,P,0.0012115688884300124
10,99,P,0.0011217803138633803
10,87,P,0.0011217800044865615
10,98,P,0.0011217798481340904
10,70,P,0.00104438434746985
10,48,P,0.0010443843436503284
10,20,P,0.0010443843436503284
10,140,P,0.0010443842158130996
10,15,P,9.769802462962513E-4
10,143,P,7.042753724693234E-4
9,P,3.041189213417247E-4
25,P,9.481655279138434E-5
31,P,6.864791589056517E-5
23,P,5.092500822815312E-5
22,P,3.857523332211586E-5
24,P,2.975528495208817E-5
29,P,2.331992458346079E-5
142,P,2.331992458346079E-5
33,P,2.3319924583460783E-5
7,P,1.8535059988640792E-5
26,P,1.491768852355512E-5
