1,P,0.7583301470312978
0,3,P,0.05118728553633602
0,31,P,0.012796821382303251
0,27,P,0.012796821382303251
0,26,P,0.012796821382303251
0,2,P,0.012796821382303251
0,33,P,0.007583301554539614
0,32,P,0.007583301554539614
0,28,P,0.007583301554539614
0,25,P,0.007583301554539614
0,14,P,0.007583301554539614
0,44,P,0.005398659014468833
0,42,P,0.005398659014468833
0,35,P,0.005398659014468833
0,29,P,0.005398659014468833
0,23,P,0.005398659014468833
0,22,P,0.005398659014468833
0,19,P,0.005398659014468833
8,P,0.005244598899789927
7,P,0.005244598899789927
12,P,0.005244598899789927
10,P,0.005244598899789927
0,38,P,0.004193262224952648
0,37,P,0.004193262224952648
0,36,P,0.004193262224952648
0,34,P,0.004193262224952648
0,30,P,0.004193262224952648
0,24,P,0.003428503650558452
0,18,P,0.003428503650558452
6,P,0.0029000534190732103
15,P,0.0029000534190732103
13,P,0.001841724725376508
0,21,P,0.0017938301726162285
0,20,P,0.0016375437351653945
0,17,P,0.001506148309132107
40,P,0.0012736672913479306
39,P,9.334259323487701E-4
