0,P,0.24221728928624567
2,5,P,0.14775254730949683
2,4,P,0.14775254730290172
1,5,P,0.1477525472958093
5,15,P,0.05086563104098246
2,15,P,0.05086563104098246
2,40,P,0.012716407758843863
2,18,P,0.012716407758843863
2,41,P,0.012716407746107977
2,39,P,0.012716407746107977
2,36,P,0.012716407746107977
2,25,P,0.012716407746107977
2,13,P,0.0127164077460805
2,17,P,0.01271640764979332
2,33,P,0.012716407341524617
31,P,0.008794646755106389
11,P,0.008794646602038032
5,21,P,0.007535649042994385
2,6,P,0.007535649042994384
2,38,P,0.007535649042994384
2,14,P,0.007535649042994384
5,9,P,0.00753564902929971
2,29,P,0.005364734523588254
2,37,P,0.005364734477097049
2,27,P,0.005364734477097049
2,10,P,0.00416691249263381
5,23,P,0.0041669124146600355
2,30,P,0.003406959349300042
7,P,0.00288182984788263
19,P,0.00288182984788263
2,34,P,0.002881679376752908
28,P,0.0013029106293101604
26,P,0.0013029106293101604
16,P,0.0013029106293101604
12,P,0.0013029106293101604
20,P,6.998614159564847E-4
22,P,2.7113356398355024E-4
35,P,1.8541490586767746E-4
32,P,1.3239107970749363E-4
24,P,9.782863599157336E-5
