14,P,0.6185626756738383
0,16,P,0.15618707643792296
0,26,P,0.1561870763706059
0,34,P,0.05117938113645948
0,10,P,0.006185626792108279
0,2,P,0.006185626792018134
17,P,9.82082191213405E-4
0,28,P,9.163891541865361E-4
0,25,P,9.163891527074731E-4
0,22,P,6.523902843320834E-4
0,21,P,6.523902843320834E-4
0,20,P,5.06726546787403E-4
0,39,P,3.5043295072626255E-4
0,18,P,2.678681166860552E-4
0,37,P,2.678681160759098E-4
