24,P,0.6775147561428011
0,17,P,0.06775147613071489
3,17,P,0.06775147610513882
26,P,0.05550200529614531
17,49,P,0.01693786903260334
17,18,P,0.016937869032282903
17,51,P,0.016937869032282823
17,52,P,0.016937869001099684
17,50,P,0.010037255722842869
17,19,P,0.0100372557227074
8,17,P,0.007144556298495621
17,20,P,0.005550200924553673
17,55,P,0.0055502009245528856
13,17,P,0.004537966454658004
16,17,P,0.004537966454657806
12,17,P,0.0038383094390238635
17,54,P,0.0033257158923756095
7,17,P,0.0029339727283008987
6,17,P,0.0026248309865035493
17,25,P,0.0023746479056247064
17,56,P,0.001215942985406629
28,P,1.9987787227865114E-5
