104,P,0.47
7,24,P,0.05
24,47,P,0.05
1,P,0.05
24,3,P,0.04
70,P,0.02
7,47,P,0.02
7,4,P,0.02
66,P,0.02
105,P,0.02
82,24,P,0.01
72,7,P,0.01
7,84,P,0.01
7,77,P,0.01
7,67,P,0.01
7,45,P,0.01
68,P,0.01
64,7,P,0.01
57,24,P,0.01
50,7,P,0.01
50,24,P,0.01
24,6,P,0.01
24,16,P,0.01
24,100,P,0.01
10,24,P,0.0
