0,P,0.71
146,1,75,P,0.03
91,1,P,0.02
122,1,P,0.02
91,6,P,0.01
68,P,0.01
149,P,0.01
146,6,75,P,0.01
146,1,76,P,0.01
146,1,74,P,0.01
146,1,4,P,0.01
146,1,150,P,0.01
122,6,P,0.01
109,P,0.0
