0,P,0.49
1,75,P,0.13
76,P,0.08
80,P,0.03
40,75,P,0.03
42,P,0.02
38,75,P,0.02
28,75,P,0.02
1,94,P,0.02
91,P,0.01
68,75,P,0.01
61,75,P,0.01
49,P,0.01
45,P,0.01
40,94,P,0.01
38,94,P,0.01
37,75,P,0.01
33,P,0.01
29,P,0.01
28,94,P,0.01
27,75,P,0.01
1,55,P,0.0
