1,20,P,0.71
0,1,2,P,0.07
1,15,P,0.04
34,P,0.03
0,1,5,P,0.02
0,1,4,P,0.02
44,P,0.01
39,P,0.01
37,P,0.01
1,14,2,P,0.01
1,11,P,0.01
0,1,86,P,0.01
0,1,85,P,0.01
0,1,33,P,0.01
0,1,30,P,0.01
0,1,25,P,0.01
0,1,32,P,0.0
