3,84,18,P,0.35
119,18,P,0.21
119,128,P,0.11
3,98,18,P,0.02
3,93,18,P,0.02
2,18,P,0.02
0,119,P,0.02
3,98,128,P,0.01
3,88,18,P,0.01
3,84,6,P,0.01
3,84,23,P,0.01
3,84,21,P,0.01
3,84,20,P,0.01
3,84,19,P,0.01
3,84,129,P,0.01
3,7,18,P,0.01
3,128,93,P,0.01
3,128,7,P,0.01
2,128,P,0.01
0,3,120,P,0.01
0,2,P,0.0
