0,1,P,0.698438912434709
0,40,P,0.03148700013950634
0,41,P,0.018658963052846655
1,47,48,P,0.01385428006459965
0,29,P,0.013283578188530081
0,30,P,0.010317660207849206
0,14,P,0.010317660207558392
0,5,P,0.008435946112015721
0,38,P,0.008435946111973012
0,2,P,0.008435946095097646
0,19,P,0.008435945717735076
0,23,P,0.007135304308335975
0,46,P,0.007135304304685518
0,6,P,0.007135304291180532
0,43,P,0.007135304291180532
0,28,P,0.007135304291180532
0,11,P,0.007135304291180532
0,39,P,0.007135304285733943
0,17,P,0.007135304285733943
0,4,P,0.007135304273523115
0,27,P,0.006182407990575688
0,9,P,0.006182407990532679
0,44,P,0.006182407990532679
0,42,P,0.006182407990532679
0,20,P,0.006182407990532679
0,45,P,0.006182407979645932
0,18,P,0.006182407975306521
0,31,P,0.006182407967891998
0,34,P,0.005454168963986239
0,3,P,0.005454168958971757
0,26,P,0.005454167423345732
0,16,P,0.005454167421826671
0,13,P,0.005454167421826671
0,25,P,0.004879483568192448
0,15,P,0.004879163746559414
0,7,P,0.004414400582417377
0,8,P,0.004030285819180152
1,24,47,P,0.0011341415212281379
10,P,0.001038377650421897
1,5,47,P,9.279462679302494E-4
1,4,47,P,7.848825778226863E-4
1,23,47,P,7.848791541556114E-4
1,31,47,P,6.800640209615919E-4
1,45,47,P,6.800633646043736E-4
1,18,47,P,6.800594004632744E-4
12,P,6.71351747393136E-4
1,3,47,P,5.999573146634017E-4
1,25,47,P,5.367396124024001E-4
37,P,4.591044325834601E-4
36,P,4.591044325834601E-4
1,8,47,P,4.433128034121262E-4
35,P,2.42232733141172E-4
33,P,1.8406093496949258E-4
32,P,1.8406093496949258E-4
22,P,1.4313710495876257E-4
21,P,1.1350925432257052E-4
