1,P,0.7295327152502508
0,5,P,0.15320187076821606
0,10,P,0.03830046768672427
0,2,P,0.022696573427990953
5,7,P,0.013185406885339465
5,6,P,0.013185406885339465
3,5,P,0.01318540684385968
5,8,P,0.005562593527718664
4,5,P,0.004320594129961641
5,9,P,0.0035326128666157658
3,10,P,0.0032963517279830778
