0,P,0.9968791509165655
6,P,0.002421078670756339
4,P,2.4804838923053865E-4
5,P,1.817859346455316E-4
1,9,P,1.6342281222906838E-4
3,9,P,4.0855702851152585E-5
7,9,P,2.421078699664304E-5
2,9,P,2.421078699664304E-5
8,9,P,1.7235999728706096E-5
