0,P,0.9970088974609667
4,P,0.0013389338309782856
10,P,3.5872500912719765E-4
12,P,3.5872500159429285E-4
1,19,P,1.6344408279704407E-4
1,2,P,1.6344408279695685E-4
1,11,P,1.6344408279480438E-4
1,20,P,1.6344408279479958E-4
1,18,P,1.6344408228844884E-4
1,22,P,4.08610206958511E-5
1,7,P,4.0861020695783934E-5
1,13,P,2.4213938191250708E-5
1,23,P,6.332158606287577E-6
1,24,P,5.23014567251229E-6
