0,P,0.5234330074658573
1,2,P,0.3192941361050067
1,36,P,0.014394407815026551
1,42,P,0.014394407815026421
1,51,P,0.014394407814993605
1,16,P,0.014394407813565742
1,32,P,0.008530019444358848
1,48,P,0.008530019441189146
1,41,P,0.00853001944118895
1,30,P,0.006072640796979561
1,33,P,0.006072640796976987
1,38,P,0.006072640796405569
1,29,P,0.0047167595522218195
1,47,P,0.0038565264421585453
1,27,P,0.00385652644215173
1,43,P,0.003261932847908347
1,37,P,0.0032619328422155676
1,28,P,0.0032619328422151513
1,45,P,0.0028263124929357297
1,49,P,0.0028263124928674336
1,40,P,0.0028263124883779866
1,44,P,0.0024933951189957337
1,24,P,0.002230675391085876
34,P,0.0020716500886548113
1,20,P,0.002018060850302017
1,26,P,0.0020180608502722045
1,18,P,0.0020180608492523003
1,46,P,0.0018424613074361131
1,25,P,0.0018424613074361131
1,19,P,0.0018424613038282756
1,31,P,0.00184246129518834
1,23,P,0.0018424612912213683
1,39,P,0.001569368275049797
5,P,7.922116865855605E-4
3,P,3.6870921587156194E-4
21,P,3.687092158715619E-4
22,P,1.5743981659918238E-5
13,P,1.5743981659918235E-5
