0,P,0.8693600570461923
14,P,0.09169031898556007
7,9,P,0.008693600620175553
9,12,P,0.008693600620045913
7,10,P,0.008693600619786112
7,13,P,0.002173400153232372
7,28,P,0.0021734000834790017
7,16,P,0.002173400027239744
6,7,P,0.0012879408325826892
7,18,P,0.0012879408179567499
7,22,P,9.169031903703259E-4
7,15,P,9.1690319036788E-4
7,21,P,9.169031824178321E-4
11,P,2.9747607640127135E-4
5,P,2.974760687491605E-4
4,P,1.34492583659465E-4
20,P,1.34492583659465E-4
26,P,7.224299803693767E-5
9,28,P,2.151881292600221E-5
3,P,1.9139401566110138E-5
9,15,P,9.078249409603654E-6
24,P,7.673234882946581E-6
2,P,7.673234882946581E-6
9,25,P,7.051284767663849E-6
1,P,5.967179439763286E-6
23,P,4.73203708298866E-6
9,19,P,3.016885128926602E-6
