0,P,0.6107560518852957
1,2,P,0.3725611934595859
1,36,P,0.001526890141351334
1,42,P,0.0015268901413513201
1,51,P,0.0015268901413478394
1,16,P,0.0015268901411963783
1,32,P,9.0482378729956E-4
1,48,P,9.048237869633333E-4
1,41,P,9.048237869633125E-4
1,30,P,6.441567783842101E-4
1,33,P,6.44156778383937E-4
1,38,P,6.441567783233237E-4
1,29,P,5.00331361453715E-4
1,47,P,4.090819351557851E-4
1,27,P,4.090819351550622E-4
1,43,P,3.4601028199451146E-4
1,37,P,3.4601028139064847E-4
1,28,P,3.4601028139060434E-4
1,45,P,2.998017519926516E-4
1,49,P,2.9980175198540714E-4
1,40,P,2.9980175150918803E-4
1,44,P,2.6448746448004534E-4
1,24,P,2.3661940852116758E-4
34,P,2.1975076275069485E-4
1,20,P,2.1406627188626421E-4
1,26,P,2.1406627188310187E-4
1,18,P,2.140662717749153E-4
1,46,P,1.954395097246521E-4
1,25,P,1.954395097246521E-4
1,19,P,1.9543950934194996E-4
1,31,P,1.9543950842546676E-4
1,23,P,1.9543950800466933E-4
1,39,P,1.6647110309196583E-4
5,P,8.403403805525527E-5
3,P,3.911091543147517E-5
21,P,3.911091543147516E-5
22,P,1.6700464993808448E-6
13,P,1.6700464993808441E-6
