1,P,0.994746917908167
4,P,0.0014591080178072194
12,P,0.0014591080178072194
10,P,0.0014591080178072194
5,P,3.403807283290653E-4
8,P,1.4949097055476417E-4
3,P,1.4949097055476417E-4
0,14,P,9.848979421594514E-5
13,14,P,2.4622448554686127E-5
11,14,P,2.4622448554686127E-5
0,15,P,2.4622448507226956E-5
7,14,P,1.4591080626129352E-5
0,16,P,1.4591080612291226E-5
6,14,P,1.0387595484912254E-5
9,14,P,8.068283938096659E-6
2,14,P,6.596806183400357E-6
11,15,P,6.155612139220882E-6
11,16,P,3.647770156158542E-6
