0,1,P,0.9543809199134761
1,24,P,0.015645588807751104
1,50,P,0.003911397212752837
1,27,P,0.003911397212752837
1,45,P,0.003911397212744107
1,26,P,0.002317865014534567
1,47,P,0.0023178650145345638
1,49,P,0.0023178650145345616
25,P,0.0021011254876334186
1,46,P,0.0016501206991342574
1,48,P,0.0012816866386584395
1,39,P,0.0010479352100175212
1,44,P,8.863660953232777E-4
1,42,P,8.863660953232777E-4
1,41,P,7.679948304556148E-4
1,38,P,6.061421643300457E-4
1,43,P,5.483683446011579E-4
1,55,P,5.483683446008254E-4
1,40,P,5.006526234183114E-4
1,54,P,4.605780634232771E-4
