0,P,0.45795652492470446
1,2,P,0.2793534815609089
1,36,P,0.024042717741802746
1,42,P,0.024042717741802534
1,51,P,0.02404271774174772
1,16,P,0.02404271773936279
1,32,P,0.01424753643694307
1,48,P,0.014247536431648779
1,41,P,0.014247536431648448
1,30,P,0.010143021547348481
1,33,P,0.01014302154734418
1,38,P,0.010143021546389751
1,29,P,0.007878317748621598
1,47,P,0.006441486020412966
1,27,P,0.006441486020401584
1,43,P,0.0054483471472237515
1,37,P,0.005448347137715205
1,28,P,0.005448347137714511
1,45,P,0.0047207383861146545
1,49,P,0.004720738386000582
1,40,P,0.00472073837850194
1,44,P,0.004164672547502957
1,24,P,0.003725856561148448
34,P,0.0034602394889293605
1,20,P,0.003370730358142514
1,26,P,0.003370730358092719
1,18,P,0.0033707303563891913
1,46,P,0.0030774296333772183
1,25,P,0.0030774296333772183
1,19,P,0.003077429627351113
1,31,P,0.003077429612919985
1,23,P,0.003077429606294025
1,39,P,0.002621287305100056
5,P,0.0013232167809259056
3,P,6.158483016402596E-4
21,P,6.158483016402595E-4
22,P,2.629688640517617E-5
13,P,2.629688640517616E-5
