49,P,0.41
1,P,0.24
68,23,P,0.05
12,68,P,0.05
68,56,P,0.04
12,56,P,0.04
12,14,P,0.03
68,66,P,0.01
68,65,P,0.01
68,3,P,0.01
51,P,0.01
45,P,0.01
26,P,0.01
12,65,P,0.01
12,62,P,0.01
12,38,P,0.01
12,16,P,0.01
10,P,0.0
