28,P,0.6
21,P,0.09
0,4,P,0.05
1,P,0.04
19,4,P,0.02
13,4,P,0.02
12,4,P,0.02
8,4,P,0.01
30,P,0.01
3,P,0.01
29,4,P,0.01
27,P,0.01
26,P,0.01
25,P,0.01
22,4,P,0.01
20,4,P,0.01
2,4,P,0.01
15,P,0.01
11,P,0.01
10,4,P,0.01
0,23,P,0.01
0,18,P,0.01
12,18,P,0.0
