1,P,0.7
20,P,0.07
10,P,0.07
25,14,P,0.05
25,18,P,0.02
25,5,P,0.01
25,13,P,0.01
24,P,0.01
16,25,P,0.01
0,22,14,P,0.01
0,12,14,P,0.0
