0,P,0.76
45,14,P,0.05
36,P,0.02
45,8,P,0.01
42,14,55,P,0.01
42,14,53,P,0.01
42,14,41,P,0.01
42,14,29,P,0.01
40,14,55,P,0.01
39,P,0.01
37,14,55,P,0.01
25,14,P,0.01
1,P,0.0
