2,P,0.35
41,44,P,0.04
41,43,P,0.04
38,41,P,0.04
0,40,P,0.04
0,38,P,0.04
0,1,P,0.04
40,43,P,0.03
0,41,P,0.03
0,3,P,0.03
42,43,P,0.02
38,44,P,0.02
38,43,P,0.02
0,43,P,0.02
46,43,P,0.01
41,48,P,0.01
41,30,P,0.01
40,44,P,0.01
39,44,P,0.01
39,43,P,0.01
38,39,P,0.01
38,36,P,0.01
38,34,P,0.01
38,3,P,0.01
38,25,P,0.01
38,24,P,0.01
38,19,P,0.01
38,14,P,0.01
38,11,P,0.01
22,P,0.01
17,P,0.01
0,39,P,0.01
0,37,P,0.01
0,36,P,0.01
0,25,P,0.01
0,19,P,0.01
0,18,P,0.01
0,23,P,0.0
