1,8,P,0.07
10,8,P,0.05
0,10,9,P,0.05
18,P,0.04
124,P,0.02
122,P,0.02
99,8,P,0.01
97,8,P,0.01
95,8,P,0.01
85,8,P,0.01
83,8,P,0.01
82,8,P,0.01
77,8,P,0.01
74,8,P,0.01
71,8,P,0.01
70,8,P,0.01
67,8,P,0.01
64,8,P,0.01
6,8,P,0.01
58,8,P,0.01
54,8,P,0.01
53,8,P,0.01
52,8,P,0.01
51,8,P,0.01
43,8,P,0.01
42,8,P,0.01
41,8,P,0.01
37,8,P,0.01
3,P,0.01
27,8,P,0.01
26,P,0.01
23,8,P,0.01
22,P,0.01
21,P,0.01
2,P,0.01
16,8,P,0.01
130,8,P,0.01
13,8,P,0.01
129,8,P,0.01
127,8,P,0.01
118,P,0.01
114,P,0.01
111,8,P,0.01
108,8,P,0.01
105,8,P,0.01
104,8,P,0.01
103,8,P,0.01
100,8,P,0.01
0,95,9,P,0.01
0,83,9,P,0.01
0,82,9,P,0.01
0,77,9,P,0.01
0,67,9,P,0.01
0,64,9,P,0.01
0,53,9,P,0.01
0,52,9,P,0.01
0,51,9,P,0.01
0,43,9,P,0.01
0,108,9,P,0.01
0,10,72,P,0.01
0,10,113,P,0.0
