4,P,0.28
1,5,6,P,0.28
0,6,P,0.28
1,19,6,P,0.05
1,18,6,P,0.04
21,6,P,0.03
1,15,6,P,0.02
1,16,6,P,0.01
1,10,6,P,0.0
