4,P,0.49
0,6,P,0.28
1,5,6,P,0.1
1,6,3,P,0.05
1,6,14,P,0.02
1,19,6,P,0.02
21,6,P,0.01
1,7,6,P,0.01
1,18,6,P,0.01
1,10,6,P,0.01
1,11,6,P,0.0
