algorithm,pBug,pValid,times,index,precision_avg,recall_avg,steps,tests_avg,files_avg,bugged_avg,initials,tests
uniform,0,0,10,0,0.795,0.435,4.0,9.0,8,2,2.0,9.0
uniform,0,0,10,1,0,0,0,0,17,3,0,0
uniform,0,0,10,2,0.74,0.39,3.0,8.0,7,2,2.0,8.0
uniform,0,0,10,3,0.735,0.385,5.0,11.0,8,2,2.0,11.0
uniform,0,0,10,4,0.895,0.35,2.0,11.0,11,3,2.0,11.0
uniform,0,0,10,5,0.75,0.395,2.0,7.0,6,2,2.0,7.0
randomForest,0,0,10,0,0.96,0.48,0.0,9.0,8,2,2.0,9.0
randomForest,0,0,10,1,0,0,0,0,17,3,0,0
randomForest,0,0,10,2,0.97,0.485,1.0,8.0,7,2,2.0,8.0
randomForest,0,0,10,3,0.725,0.365,2.0,11.0,8,2,2.0,11.0
randomForest,0,0,10,4,0,0,0,0,11,3,0,0
randomForest,0,0,10,5,0.97,0.485,0.0,7.0,6,2,2.0,7.0
0.0,0.6,0.0,10,0,0.94,0.47,0.0,9.0,8,2,2.0,9.0
0.0,0.6,0.0,10,1,0.99,0.426666666667,8.0,11.0,17,3,2.0,11.0
0.0,0.6,0.0,10,2,0.97,0.49,1.0,8.0,7,2,2.0,8.0
0.0,0.6,0.0,10,3,0.94,0.47,0.0,11.0,8,2,2.0,11.0
0.0,0.6,0.0,10,4,0.985,0.403333333333,4.0,11.0,11,3,2.0,11.0
0.0,0.6,0.0,10,5,0.95,0.475,0.0,7.0,6,2,2.0,7.0
0.1,0.6,0.1,10,0,0.845,0.465,2.0,9.0,8,2,2.0,9.0
0.1,0.6,0.1,10,1,0,0,0,0,17,3,0,0
0.1,0.6,0.1,10,2,0.775,0.415,1.0,8.0,7,2,2.0,8.0
0.1,0.6,0.1,10,3,0.88,0.465,3.0,11.0,8,2,2.0,11.0
0.1,0.6,0.1,10,4,0,0,0,0,11,3,0,0
0.1,0.6,0.1,10,5,0.785,0.43,1.0,7.0,6,2,2.0,7.0
0.2,0.6,0.2,10,0,0.835,0.475,5.0,9.0,8,2,2.0,9.0
0.2,0.6,0.2,10,1,0,0,0,0,17,3,0,0
0.2,0.6,0.2,10,2,0.815,0.445,2.0,8.0,7,2,2.0,8.0
0.2,0.6,0.2,10,3,0.805,0.44,3.0,11.0,8,2,2.0,11.0
0.2,0.6,0.2,10,4,0,0,0,0,11,3,0,0
0.2,0.6,0.2,10,5,0.835,0.46,2.0,7.0,6,2,2.0,7.0
uniform,0,0,20,0,0.825,0.2275,5.0,21.0,18,4,4.0,21.0
uniform,0,0,20,1,0.815,0.293333333333,9.0,21.0,33,3,4.0,21.0
uniform,0,0,20,2,0.755,0.395,2.0,8.0,7,2,4.0,8.0
uniform,0,0,20,3,0.8,0.415,3.0,16.0,10,2,4.0,16.0
uniform,0,0,20,4,1.0,0.181428571429,0.0,21.0,22,7,4.0,21.0
uniform,0,0,20,5,0.75,0.39,1.0,7.0,6,2,4.0,7.0
randomForest,0,0,20,0,0.97,0.245,0.0,21.0,18,4,4.0,21.0
randomForest,0,0,20,1,0,0,0,0,33,3,0,0
randomForest,0,0,20,2,0.97,0.485,0.0,8.0,7,2,4.0,8.0
randomForest,0,0,20,3,0.715,0.36,0.0,16.0,10,2,4.0,16.0
randomForest,0,0,20,4,0,0,0,0,22,7,0,0
randomForest,0,0,20,5,0.99,0.495,0.0,7.0,6,2,4.0,7.0
0.0,0.6,0.0,20,0,0.96,0.245,0.0,21.0,18,4,4.0,21.0
0.0,0.6,0.0,20,1,0.99,0.423333333333,5.0,21.0,33,3,4.0,21.0
0.0,0.6,0.0,20,2,0.98,0.495,0.0,8.0,7,2,4.0,8.0
0.0,0.6,0.0,20,3,0.965,0.485,0.0,16.0,10,2,4.0,16.0
0.0,0.6,0.0,20,4,0,0,0,0,22,7,0,0
0.0,0.6,0.0,20,5,0.975,0.49,0.0,7.0,6,2,4.0,7.0
0.1,0.6,0.1,20,0,0.856666666667,0.24,2.0,21.0,18,4,4.0,21.0
0.1,0.6,0.1,20,1,0.95,0.393333333333,16.0,21.0,33,3,4.0,21.0
0.1,0.6,0.1,20,2,0.885,0.47,1.0,8.0,7,2,4.0,8.0
0.1,0.6,0.1,20,3,0.795,0.415,2.0,16.0,10,2,4.0,16.0
0.1,0.6,0.1,20,4,0,0,0,0,22,7,0,0
0.1,0.6,0.1,20,5,0.795,0.415,0.0,7.0,6,2,4.0,7.0
0.2,0.6,0.2,20,0,0.841666666667,0.2425,16.0,21.0,18,4,4.0,21.0
0.2,0.6,0.2,20,1,0,0,0,0,33,3,0,0
0.2,0.6,0.2,20,2,0.79,0.44,1.0,8.0,7,2,4.0,8.0
0.2,0.6,0.2,20,3,0.855,0.465,3.0,16.0,10,2,4.0,16.0
0.2,0.6,0.2,20,4,0,0,0,0,22,7,0,0
0.2,0.6,0.2,20,5,0.83,0.46,1.0,7.0,6,2,4.0,7.0
uniform,0,0,30,0,0.785,0.143333333333,8.0,30.0,21,6,4.0,30.0
uniform,0,0,30,1,0.86,0.2425,10.0,31.0,41,4,4.0,31.0
uniform,0,0,30,2,0.77,0.405,2.0,8.0,7,2,4.0,8.0
uniform,0,0,30,3,0.81,0.425,3.0,16.0,10,2,4.0,16.0
uniform,0,0,30,4,1.0,0.175714285714,0.0,22.0,22,7,4.0,22.0
uniform,0,0,30,5,0.755,0.395,1.0,7.0,6,2,4.0,7.0
randomForest,0,0,30,0,0.96,0.161666666667,0.0,30.0,21,6,4.0,30.0
randomForest,0,0,30,1,0,0,0,0,41,4,0,0
randomForest,0,0,30,2,0.95,0.475,0.0,8.0,7,2,4.0,8.0
randomForest,0,0,30,3,0.715,0.36,0.0,16.0,10,2,4.0,16.0
randomForest,0,0,30,4,0,0,0,0,22,7,0,0
randomForest,0,0,30,5,0.99,0.495,0.0,7.0,6,2,4.0,7.0
0.0,0.6,0.0,30,0,0.95,0.161666666667,0.0,30.0,21,6,4.0,30.0
0.0,0.6,0.0,30,1,0.995,0.3175,9.0,31.0,41,4,4.0,31.0
0.0,0.6,0.0,30,2,0.975,0.49,0.0,8.0,7,2,4.0,8.0
0.0,0.6,0.0,30,3,0.965,0.485,0.0,16.0,10,2,4.0,16.0
0.0,0.6,0.0,30,4,0,0,0,0,22,7,0,0
0.0,0.6,0.0,30,5,0.96,0.485,0.0,7.0,6,2,4.0,7.0
0.1,0.6,0.1,30,0,0.795,0.148333333333,2.0,30.0,21,6,4.0,30.0
0.1,0.6,0.1,30,1,0.945,0.2925,10.0,31.0,41,4,4.0,31.0
0.1,0.6,0.1,30,2,0.78,0.42,0.0,8.0,7,2,4.0,8.0
0.1,0.6,0.1,30,3,0.8,0.41,2.0,16.0,10,2,4.0,16.0
0.1,0.6,0.1,30,4,0.991666666667,0.201428571429,5.0,22.0,22,7,4.0,22.0
0.1,0.6,0.1,30,5,0.755,0.405,0.0,7.0,6,2,4.0,7.0
0.2,0.6,0.2,30,0,0.825,0.156666666667,11.0,30.0,21,6,4.0,30.0
0.2,0.6,0.2,30,1,0.878333333333,0.26,13.0,31.0,41,4,4.0,31.0
0.2,0.6,0.2,30,2,0.81,0.45,1.0,8.0,7,2,4.0,8.0
0.2,0.6,0.2,30,3,0.85,0.465,3.0,16.0,10,2,4.0,16.0
0.2,0.6,0.2,30,4,0,0,0,0,22,7,0,0
0.2,0.6,0.2,30,5,0.845,0.46,1.0,7.0,6,2,4.0,7.0
uniform,0,0,40,0,0.785,0.143333333333,4.0,30.0,21,6,6.0,30.0
uniform,0,0,40,1,0.825,0.235,8.0,37.0,44,4,6.0,37.0
uniform,0,0,40,2,0.785,0.415,1.0,8.0,7,2,5.0,8.0
uniform,0,0,40,3,0.82,0.415,2.0,16.0,10,2,6.0,16.0
uniform,0,0,40,4,0.92,0.161428571429,0.0,22.0,22,7,6.0,22.0
uniform,0,0,40,5,0.795,0.42,1.0,7.0,6,2,5.0,7.0
randomForest,0,0,40,0,0.96,0.161666666667,0.0,30.0,21,6,6.0,30.0
randomForest,0,0,40,1,0,0,0,0,44,4,0,0
randomForest,0,0,40,2,0.99,0.495,0.0,8.0,7,2,5.0,8.0
randomForest,0,0,40,3,0.815,0.41,0.0,16.0,10,2,6.0,16.0
randomForest,0,0,40,4,0,0,0,0,22,7,0,0
randomForest,0,0,40,5,0.99,0.495,0.0,7.0,6,2,5.0,7.0
0.0,0.6,0.0,40,0,0.96,0.163333333333,0.0,30.0,21,6,6.0,30.0
0.0,0.6,0.0,40,1,0.965,0.295,3.0,37.0,44,4,6.0,37.0
0.0,0.6,0.0,40,2,0.985,0.495,0.0,8.0,7,2,5.0,8.0
