algorithm,pBug,pValid,times,index,precision,recall,auc,wasted,tests,files,bugged,bugsIDS,pack
uniform,0,0,10,0,0.627669037964,0.627669037964,1.0,0,11,14,1,5,"""['src\\java'"
uniform,0,0,10,1,0.565740036608,0.565740036608,1.0,0,11,20,1,5,"""['src\\testcases\\org\\apache\\poi\\ss\\formula\\functions'"
uniform,0,0,10,2,0.750459993873,0.750459993873,1.0,0,10,14,1,5,"""['src\\scratchpad\\src\\org\\apache\\poi\\hslf'"
uniform,0,0,10,3,0.789481000995,0.789481000995,1.0,0,11,9,2,5,"""['src\\scratchpad\\testcases\\org\\apache\\poi\\hslf\\usermodel'"
uniform,0,0,10,4,0.0923748673203,0.0923748673203,0.5375,3,11,26,2,5,"""['src\\ooxml\\testcases\\org\\apache\\poi\\openxml4j\\opc'"
uniform,0,0,10,5,0.796775994461,0.796775994461,1.0,0,8,8,1,5,"""['src\\ooxml\\java\\org\\apache\\poi\\xssf\\streaming'"
uniform,0,0,10,6,0.760221633862,0.380110816931,0.572916666667,7,11,12,2,5,"""['src\\java\\org\\apache\\poi\\ss\\usermodel'"
uniform,0,0,10,7,0.729816125923,0.729816125923,1.0,0,7,7,1,5,"""['src\\ooxml\\testcases'"
uniform,0,0,10,8,0.693467756435,0.693467756435,1.0,0,11,7,1,5,"""['src\\scratchpad'"
uniform,0,0,10,9,0.137130939978,0.137130939978,0.666666666667,2,11,21,2,5,"""['src\\testcases'"
uniform,0,0,10,10,0.96228542811,0.96228542811,1.0,0,9,13,1,5,"""['src\\scratchpad\\testcases\\org\\apache\\poi\\hsmf'"
uniform,0,0,10,11,0.402121173527,0.402121173527,1.0,0,11,13,1,5,"""['src\\java\\org\\apache\\poi\\hssf'"
uniform,0,0,10,12,0.909090908786,0.909090908786,1.0,0,2,3,1,5,"""['src\\ooxml\\java\\org\\apache'"
uniform,0,0,10,13,0.499538259491,0.499538259491,1.0,0,10,8,1,5,"""['src\\scratchpad\\testcases\\org\\apache'"
uniform,0,0,10,14,0.151685393276,0.151685393276,0.666666666667,2,4,4,1,5,"""['src\\java\\org\\apache\\poi\\ddf'"
uniform,0,0,10,15,0.0751876168372,0.0751876168372,0.625,3,7,19,1,5,"""['src\\scratchpad\\src\\org\\apache\\poi\\hwpf\\sprm'"
uniform,0,0,10,16,0.736796007985,0.385940766149,0.708333333333,2,8,9,2,5,"""['src\\scratchpad\\testcases'"
uniform,0,0,10,17,0.694207507632,0.694207507632,1.0,0,9,8,1,5,"""['src\\ooxml\\java\\org\\apache\\poi\\xssf\\extractor'"
uniform,0,0,10,18,0.875279575472,0.875279575472,1.0,0,11,12,1,5,"""['src\\ooxml\\testcases\\org\\apache\\poi'"
uniform,0,0,10,19,0.549164082818,0.549164082818,1.0,0,10,9,2,5,"""['src\\scratchpad\\src\\org\\apache\\poi\\hwpf\\sprm'"
randomForest,0,0,10,0,0.754433451909,0.754433451909,1.0,0,11,14,1,5,"""['src\\java'"
randomForest,0,0,10,1,0.838601638855,0.838601638855,1.0,0,11,20,1,5,"""['src\\testcases\\org\\apache\\poi\\ss\\formula\\functions'"
randomForest,0,0,10,2,0.966035062437,0.966035062437,1.0,0,10,14,1,5,"""['src\\scratchpad\\src\\org\\apache\\poi\\hslf'"
randomForest,0,0,10,3,0.832688656506,0.832688656506,1.0,0,11,9,2,5,"""['src\\scratchpad\\testcases\\org\\apache\\poi\\hslf\\usermodel'"
randomForest,0,0,10,4,0.851787988023,0.851787988023,1.0,0,11,26,2,5,"""['src\\ooxml\\testcases\\org\\apache\\poi\\openxml4j\\opc'"
randomForest,0,0,10,5,0.960769480009,0.960769480009,1.0,0,8,8,1,5,"""['src\\ooxml\\java\\org\\apache\\poi\\xssf\\streaming'"
randomForest,0,0,10,6,0.819763655101,0.409881827551,0.572916666667,7,11,12,2,5,"""['src\\java\\org\\apache\\poi\\ss\\usermodel'"
randomForest,0,0,10,7,0.930809448537,0.930809448537,1.0,0,7,7,1,5,"""['src\\ooxml\\testcases'"
randomForest,0,0,10,8,0.0494853404349,0.0494853404349,0.625,3,11,7,1,5,"""['src\\scratchpad'"
randomForest,0,0,10,9,0.670760076661,0.670760076661,1.0,0,11,21,2,5,"""['src\\testcases'"
randomForest,0,0,10,10,0.977872589295,0.977872589295,1.0,0,9,13,1,5,"""['src\\scratchpad\\testcases\\org\\apache\\poi\\hsmf'"
randomForest,0,0,10,11,0.116629813717,0.116629813717,0.6,4,11,13,1,5,"""['src\\java\\org\\apache\\poi\\hssf'"
randomForest,0,0,10,12,0.990099009865,0.990099009865,1.0,0,2,3,1,5,"""['src\\ooxml\\java\\org\\apache'"
randomForest,0,0,10,13,0.655078901472,0.655078901472,1.0,0,10,8,1,5,"""['src\\scratchpad\\testcases\\org\\apache'"
randomForest,0,0,10,14,0.379910838573,0.379910838573,0.75,1,4,4,1,5,"""['src\\java\\org\\apache\\poi\\ddf'"
randomForest,0,0,10,15,0.303911587855,0.303911587855,0.75,1,7,19,1,5,"""['src\\scratchpad\\src\\org\\apache\\poi\\hwpf\\sprm'"
randomForest,0,0,10,16,0.906422979995,0.453233925099,0.586805555556,7,8,9,2,5,"""['src\\scratchpad\\testcases'"
randomForest,0,0,10,17,0.964959032914,0.964959032914,1.0,0,9,8,1,5,"""['src\\ooxml\\java\\org\\apache\\poi\\xssf\\extractor'"
randomForest,0,0,10,18,0.988642378385,0.988642378385,1.0,0,11,12,1,5,"""['src\\ooxml\\testcases\\org\\apache\\poi'"
randomForest,0,0,10,19,0.384402013781,0.384402013781,0.613095238095,5,10,9,2,5,"""['src\\scratchpad\\src\\org\\apache\\poi\\hwpf\\sprm'"
Sanity,0.6,0.0,10,0,1.0,0,0.992181345592,0.992181345592,11,14,1,5,"""['src\\java'"
Sanity,0.6,0.0,10,1,1.0,0,0.990738530229,0.990738530229,11,20,1,5,"""['src\\testcases\\org\\apache\\poi\\ss\\formula\\functions'"
Sanity,0.6,0.0,10,2,1.0,0,0.998362051907,0.998362051907,10,14,1,5,"""['src\\scratchpad\\src\\org\\apache\\poi\\hslf'"
Sanity,0.6,0.0,10,3,1.0,0,0.994948515761,0.994948515761,11,9,2,5,"""['src\\scratchpad\\testcases\\org\\apache\\poi\\hslf\\usermodel'"
Sanity,0.6,0.0,10,4,1.0,0,0.95659386966,0.95659386966,11,26,2,5,"""['src\\ooxml\\testcases\\org\\apache\\poi\\openxml4j\\opc'"
Sanity,0.6,0.0,10,5,1.0,0,0.997462881353,0.997462881353,8,8,1,5,"""['src\\ooxml\\java\\org\\apache\\poi\\xssf\\streaming'"
Sanity,0.6,0.0,10,6,0.572916666667,7,0.994856009417,0.497428004708,11,12,2,5,"""['src\\java\\org\\apache\\poi\\ss\\usermodel'"
Sanity,0.6,0.0,10,7,1.0,0,0.995793049524,0.995793049524,7,7,1,5,"""['src\\ooxml\\testcases'"
Sanity,0.6,0.0,10,8,1.0,0,0.9928057695,0.9928057695,11,7,1,5,"""['src\\scratchpad'"
