0,P,0.8
7,P,0.02
3,P,0.02
2,6,P,0.02
13,6,P,0.02
13,4,P,0.02
12,6,P,0.02
12,4,P,0.02
2,4,P,0.01
10,P,0.01
1,P,0.01
11,4,P,0.0
