0,P,0.7
11,10,P,0.07
9,P,0.04
5,P,0.04
1,P,0.04
11,8,P,0.02
11,7,P,0.02
11,4,P,0.02
11,3,P,0.02
11,2,P,0.02
11,6,P,0.01
